CR_501_Contig_1	299766	Enterobacter hormaechei subsp. steigerwaltii	Enterobacter hormaechei subsp. steigerwaltii	98.792	0.0
CR_501_Contig_2	299766	Enterobacter hormaechei subsp. steigerwaltii	Enterobacter hormaechei subsp. steigerwaltii	98.827	0.0
CR_501_Contig_3	550	Enterobacter cloacae	Enterobacter cloacae	99.438	0.0
CR_502_Contig_0	1262462	Yersinia enterocolitica (type O:5) str. YE53/03	Yersinia enterocolitica (type O:5) str. YE53/03	99.963	0.0
CR_503_Contig_0	670	Vibrio parahaemolyticus	Vibrio parahaemolyticus	99.999	0.0
CR_503_Contig_1	670	Vibrio parahaemolyticus	Vibrio parahaemolyticus	99.999	0.0
CR_504_Contig_0	632	Yersinia pestis	Yersinia pestis	99.988	0.0
CR_504_Contig_1	632	Yersinia pestis	Yersinia pestis	99.971	0.0
CR_504_Contig_2	349746	Yersinia pestis Angola	Yersinia pestis Angola	99.917	0.0
CR_504_Contig_3	1345702	Yersinia pestis 2944	Yersinia pestis 2944	99.869	0.0
CR_504_Contig_4	547048	Yersinia pestis biovar Medievalis str. Harbin 35	Yersinia pestis biovar Medievalis str. Harbin 35	99.957	0.0
CR_505_Contig_0	1280	Staphylococcus aureus	Staphylococcus aureus	99.999	0.0
CR_506_Contig_0	186538	Zaire ebolavirus	Zaire ebolavirus	100.000	0.0
CR_507_Contig_0	186538	Zaire ebolavirus	Zaire ebolavirus	100.000	0.0
CR_508_Contig_0	1352	Enterococcus faecium	Enterococcus faecium	99.972	0.0
CR_508_Contig_1	1352	Enterococcus faecium	Enterococcus faecium	99.967	0.0
CR_509_Contig_0	1280	Staphylococcus aureus	Staphylococcus aureus	99.999	0.0
CR_50_Contig_0	1420013	Klebsiella pneumoniae 30684/NJST258_2	Klebsiella pneumoniae 30684/NJST258_2	99.953	0.0
CR_50_Contig_1	573	Klebsiella pneumoniae	Klebsiella pneumoniae	99.934	0.0
CR_510_Contig_0	13373	Burkholderia mallei	Burkholderia mallei	99.968	0.0
CR_510_Contig_1	13373	Burkholderia mallei	Burkholderia mallei	99.979	0.0
CR_511_Contig_0	186538	Zaire ebolavirus	Zaire ebolavirus	100.000	0.0
CR_512_Contig_0	1280	Staphylococcus aureus	Staphylococcus aureus	98.931	0.0
CR_512_Contig_1	1280	Staphylococcus aureus	Staphylococcus aureus	99.883	0.0
CR_512_Contig_2	46170	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	99.989	0.0
CR_513_Contig_0	1314	Streptococcus pyogenes	Streptococcus pyogenes	100.000	0.0
CR_514_Contig_0	636	Edwardsiella tarda	Edwardsiella tarda	84.668	0.0
CR_514_Contig_1	636	Edwardsiella tarda	Edwardsiella tarda	99.671	0.0
CR_514_Contig_2	636	Edwardsiella tarda	Edwardsiella tarda	99.433	0.0
CR_514_Contig_3	636	Edwardsiella tarda	Edwardsiella tarda	98.821	0.0
CR_514_Contig_4	636	Edwardsiella tarda	Edwardsiella tarda	98.734	0.0
CR_514_Contig_5	636	Edwardsiella tarda	Edwardsiella tarda	99.330	0.0
CR_514_Contig_6	636	Edwardsiella tarda	Edwardsiella tarda	98.986	0.0
CR_514_Contig_7	636	Edwardsiella tarda	Edwardsiella tarda	99.232	0.0
CR_514_Contig_8	636	Edwardsiella tarda	Edwardsiella tarda	98.939	0.0
CR_514_Contig_9	636	Edwardsiella tarda	Edwardsiella tarda	99.372	0.0
CR_514_Contig_10	636	Edwardsiella tarda	Edwardsiella tarda	99.262	0.0
CR_514_Contig_11	636	Edwardsiella tarda	Edwardsiella tarda	98.915	0.0
CR_514_Contig_12	636	Edwardsiella tarda	Edwardsiella tarda	99.316	0.0
CR_514_Contig_13	636	Edwardsiella tarda	Edwardsiella tarda	94.670	0.0
CR_514_Contig_14	636	Edwardsiella tarda	Edwardsiella tarda	99.071	0.0
CR_515_Contig_0	28035	Staphylococcus lugdunensis	Staphylococcus lugdunensis	100.000	0.0
CR_515_Contig_1	28035	Staphylococcus lugdunensis	Staphylococcus lugdunensis	99.107	0.0
CR_516_Contig_0	186538	Zaire ebolavirus	Zaire ebolavirus	99.989	0.0
CR_517_Contig_0	197	Campylobacter jejuni	Campylobacter jejuni	99.976	0.0
CR_51_Contig_0	1839798	Bacillus sp. FDAARGOS_235	Bacillus sp. FDAARGOS_235	99.993	0.0
CR_51_Contig_1	1839798	Bacillus sp. FDAARGOS_235	Bacillus sp. FDAARGOS_235	99.992	0.0
CR_51_Contig_2	1839798	Bacillus sp. FDAARGOS_235	Bacillus sp. FDAARGOS_235	100.000	0.0
CR_51_Contig_3	1839798	Bacillus sp. FDAARGOS_235	Bacillus sp. FDAARGOS_235	99.996	0.0
CR_52_Contig_0	1286	Staphylococcus simulans	Staphylococcus simulans	100.000	0.0
CR_53_Contig_0	573	Klebsiella pneumoniae	Klebsiella pneumoniae	99.993	0.0
CR_53_Contig_1	573	Klebsiella pneumoniae	Klebsiella pneumoniae	99.987	0.0
CR_53_Contig_2	573	Klebsiella pneumoniae	Klebsiella pneumoniae	99.990	0.0
CR_53_Contig_3	573	Klebsiella pneumoniae	Klebsiella pneumoniae	99.983	0.0
CR_53_Contig_4	573	Klebsiella pneumoniae	Klebsiella pneumoniae	99.991	0.0
CR_54_Contig_0	380021	Pseudomonas protegens	Pseudomonas protegens	99.996	0.0
CR_55_Contig_0	228400	Histophilus somni 2336	Histophilus somni 2336	93.827	9.40e-95
CR_55_Contig_1	747	Pasteurella multocida	Pasteurella multocida	99.122	0.0
CR_55_Contig_2	584721	Pasteurella multocida subsp. multocida str. 3480	Pasteurella multocida subsp. multocida str. 3480	94.068	0.0
CR_56_Contig_0	29382	Staphylococcus cohnii	Staphylococcus cohnii	99.959	0.0
CR_56_Contig_1	29382	Staphylococcus cohnii	Staphylococcus cohnii	99.930	0.0
CR_56_Contig_2	29382	Staphylococcus cohnii	Staphylococcus cohnii	99.983	0.0
CR_56_Contig_3	29382	Staphylococcus cohnii	Staphylococcus cohnii	99.964	0.0
CR_56_Contig_4	29382	Staphylococcus cohnii	Staphylococcus cohnii	99.251	0.0
CR_57_Contig_0	747	Pasteurella multocida	Pasteurella multocida	99.234	0.0
CR_57_Contig_1	1304890	Pasteurella multocida OH1905	Pasteurella multocida OH1905	98.996	0.0
CR_57_Contig_2	1304890	Pasteurella multocida OH1905	Pasteurella multocida OH1905	97.780	0.0
CR_57_Contig_3	747	Pasteurella multocida	Pasteurella multocida	98.873	0.0
CR_57_Contig_4	747	Pasteurella multocida	Pasteurella multocida	98.129	0.0
CR_57_Contig_5	1132496	Pasteurella multocida subsp. multocida str. HN06	Pasteurella multocida subsp. multocida str. HN06	98.923	0.0
CR_57_Contig_6	115545	Pasteurella multocida subsp. septica	Pasteurella multocida subsp. septica	98.583	0.0
CR_57_Contig_7	747	Pasteurella multocida	Pasteurella multocida	96.604	0.0
CR_57_Contig_8	1304890	Pasteurella multocida OH1905	Pasteurella multocida OH1905	97.764	0.0
CR_57_Contig_9	1304890	Pasteurella multocida OH1905	Pasteurella multocida OH1905	99.258	0.0
CR_57_Contig_10	747	Pasteurella multocida	Pasteurella multocida	99.227	0.0
CR_57_Contig_11	747	Pasteurella multocida	Pasteurella multocida	99.110	0.0
CR_57_Contig_12	747	Pasteurella multocida	Pasteurella multocida	98.800	0.0
CR_58_Contig_0	1028799	Staphylococcus aureus subsp. aureus VC40	Staphylococcus aureus subsp. aureus VC40	99.399	0.0
CR_58_Contig_1	1280	Staphylococcus aureus	Staphylococcus aureus	99.998	0.0
CR_58_Contig_2	93061	Staphylococcus aureus subsp. aureus NCTC 8325	Staphylococcus aureus subsp. aureus NCTC 8325	99.711	0.0
CR_59_Contig_0	64320	Zika virus	Zika virus	100.000	0.0
CR_5_Contig_0	43675	Rothia mucilaginosa	Rothia mucilaginosa	100.000	0.0
CR_5_Contig_1	43675	Rothia mucilaginosa	Rothia mucilaginosa	100.000	0.0
CR_60_Contig_0	1280	Staphylococcus aureus	Staphylococcus aureus	99.113	0.0
CR_60_Contig_1	1280	Staphylococcus aureus	Staphylococcus aureus	99.564	0.0
CR_60_Contig_2	1280	Staphylococcus aureus	Staphylococcus aureus	99.999	0.0
CR_60_Contig_3	1280	Staphylococcus aureus	Staphylococcus aureus	99.903	0.0
CR_61_Contig_0	568706	Bordetella pertussis 18323	Bordetella pertussis 18323	99.920	0.0
CR_61_Contig_1	568706	Bordetella pertussis 18323	Bordetella pertussis 18323	99.972	0.0
CR_61_Contig_2	568706	Bordetella pertussis 18323	Bordetella pertussis 18323	98.807	0.0
CR_61_Contig_3	568706	Bordetella pertussis 18323	Bordetella pertussis 18323	99.952	0.0
CR_62_Contig_0	1296619	Staphylococcus capitis CR01	Staphylococcus capitis CR01	99.988	0.0
CR_62_Contig_1	1296619	Staphylococcus capitis CR01	Staphylococcus capitis CR01	99.983	0.0
CR_62_Contig_2	1296619	Staphylococcus capitis CR01	Staphylococcus capitis CR01	99.980	0.0
CR_62_Contig_3	1283	Staphylococcus haemolyticus	Staphylococcus haemolyticus	99.846	0.0
CR_63_Contig_0	1352	Enterococcus faecium	Enterococcus faecium	99.968	0.0
CR_63_Contig_1	1352	Enterococcus faecium	Enterococcus faecium	99.954	0.0
CR_63_Contig_2	1305849	Enterococcus faecium Aus0085	Enterococcus faecium Aus0085	99.485	0.0
CR_63_Contig_3	1352	Enterococcus faecium	Enterococcus faecium	99.864	0.0
CR_64_Contig_0	54291	Raoultella ornithinolytica	Raoultella ornithinolytica	99.962	0.0
CR_64_Contig_1	54291	Raoultella ornithinolytica	Raoultella ornithinolytica	99.963	0.0
CR_64_Contig_2	54291	Raoultella ornithinolytica	Raoultella ornithinolytica	99.961	0.0
CR_64_Contig_3	54291	Raoultella ornithinolytica	Raoultella ornithinolytica	99.973	0.0
CR_65_Contig_0	11029	Ross River virus	Ross River virus	99.864	0.0
CR_65_Contig_1	11029	Ross River virus	Ross River virus	99.288	2.87e-140
CR_66_Contig_0	1249	Weissella paramesenteroides	Weissella paramesenteroides	99.994	0.0
CR_67_Contig_0	502800	Yersinia pseudotuberculosis YPIII	Yersinia pseudotuberculosis YPIII	100.000	0.0
CR_68_Contig_0	1639	Listeria monocytogenes	Listeria monocytogenes	99.999	0.0
CR_68_Contig_1	1639	Listeria monocytogenes	Listeria monocytogenes	99.992	0.0
CR_69_Contig_0	11029	Ross River virus	Ross River virus	99.949	0.0
CR_69_Contig_1	11029	Ross River virus	Ross River virus	100.000	4.74e-104
CR_6_Contig_0	623	Shigella flexneri	Shigella flexneri	99.347	0.0
CR_6_Contig_1	623	Shigella flexneri	Shigella flexneri	99.529	0.0
CR_6_Contig_2	623	Shigella flexneri	Shigella flexneri	99.967	0.0
CR_6_Contig_3	623	Shigella flexneri	Shigella flexneri	99.976	0.0
CR_6_Contig_4	621	Shigella boydii	Shigella boydii	99.450	0.0
CR_6_Contig_5	623	Shigella flexneri	Shigella flexneri	99.977	0.0
CR_6_Contig_6	623	Shigella flexneri	Shigella flexneri	99.639	0.0
CR_6_Contig_7	623	Shigella flexneri	Shigella flexneri	99.703	0.0
CR_70_Contig_0	186538	Zaire ebolavirus	Zaire ebolavirus	100.000	0.0
CR_71_Contig_0	1484157	Pantoea sp. PSNIH2	Pantoea sp. PSNIH2	99.842	0.0
CR_71_Contig_1	665913	Pantoea calida	Pantoea calida	99.766	0.0
CR_72_Contig_0	225991	Comamonas aquatica	Comamonas aquatica	90.144	0.0
CR_73_Contig_0	93220	Pandoraea pnomenusa	Pandoraea pnomenusa	83.408	0.0
CR_73_Contig_1	134537	Paraburkholderia fungorum	Paraburkholderia fungorum	99.996	0.0
CR_73_Contig_2	134537	Paraburkholderia fungorum	Paraburkholderia fungorum	98.594	0.0
CR_73_Contig_3	134537	Paraburkholderia fungorum	Paraburkholderia fungorum	98.631	0.0
CR_73_Contig_5	1385591	Burkholderia sp. BDU6	Burkholderia sp. BDU6	81.872	5.78e-156
CR_73_Contig_6	1385591	Burkholderia sp. BDU6	Burkholderia sp. BDU6	81.872	1.11e-155
CR_74_Contig_0	64320	Zika virus	Zika virus	99.889	0.0
CR_75_Contig_0	562	Escherichia coli	Escherichia coli	99.960	0.0
CR_75_Contig_1	562	Escherichia coli	Escherichia coli	99.984	0.0
CR_75_Contig_2	562	Escherichia coli	Escherichia coli	99.560	0.0
CR_75_Contig_3	562	Escherichia coli	Escherichia coli	99.662	0.0
CR_76_Contig_0	1201292	Enterococcus faecalis ATCC 29212	Enterococcus faecalis ATCC 29212	99.928	0.0
CR_76_Contig_1	1201292	Enterococcus faecalis ATCC 29212	Enterococcus faecalis ATCC 29212	98.288	0.0
CR_76_Contig_2	1351	Enterococcus faecalis	Enterococcus faecalis	99.943	0.0
CR_76_Contig_3	1351	Enterococcus faecalis	Enterococcus faecalis	98.398	0.0
CR_77_Contig_0	1280	Staphylococcus aureus	Staphylococcus aureus	100.000	0.0
CR_78_Contig_0	481787	Cloning vector pCHIK-37997ic	Cloning vector pCHIK-37997ic	99.975	0.0
CR_79_Contig_0	548	Klebsiella aerogenes	Klebsiella aerogenes	99.998	0.0
CR_7_Contig_0	1323661	Staphylococcus aureus CA-347	Staphylococcus aureus CA-347	99.992	0.0
CR_7_Contig_1	1280	Staphylococcus aureus	Staphylococcus aureus	99.813	0.0
CR_80_Contig_0	77133	uncultured bacterium	uncultured bacterium	99.553	0.0
CR_80_Contig_1	562	Escherichia coli	Escherichia coli	99.977	0.0
CR_80_Contig_2	1355100	Escherichia coli JJ1886	Escherichia coli JJ1886	99.965	0.0
CR_80_Contig_3	562	Escherichia coli	Escherichia coli	99.644	0.0
CR_81_Contig_0	545	Citrobacter koseri	Citrobacter koseri	99.967	0.0
CR_81_Contig_1	545	Citrobacter koseri	Citrobacter koseri	99.995	0.0
CR_82_Contig_0	1038927	Escherichia coli O104:H4	Escherichia coli O104:H4	99.997	0.0
CR_82_Contig_1	1038927	Escherichia coli O104:H4	Escherichia coli O104:H4	99.985	0.0
CR_82_Contig_2	1038927	Escherichia coli O104:H4	Escherichia coli O104:H4	99.995	0.0
CR_83_Contig_0	1770	Mycobacterium avium subsp. paratuberculosis	Mycobacterium avium subsp. paratuberculosis	99.996	0.0
CR_84_Contig_0	28901	Salmonella enterica	Salmonella enterica	99.999	0.0
CR_84_Contig_1	28901	Salmonella enterica	Salmonella enterica	100.000	0.0
CR_84_Contig_2	28901	Salmonella enterica	Salmonella enterica	99.998	0.0
CR_85_Contig_0	32009	Burkholderia gladioli pv. gladioli	Burkholderia gladioli pv. gladioli	99.991	0.0
CR_85_Contig_1	32009	Burkholderia gladioli pv. gladioli	Burkholderia gladioli pv. gladioli	99.984	0.0
CR_85_Contig_2	32009	Burkholderia gladioli pv. gladioli	Burkholderia gladioli pv. gladioli	99.991	0.0
CR_86_Contig_0	1280	Staphylococcus aureus	Staphylococcus aureus	99.967	0.0
CR_86_Contig_1	1280	Staphylococcus aureus	Staphylococcus aureus	99.994	0.0
CR_87_Contig_0	747	Pasteurella multocida	Pasteurella multocida	100.000	0.0
CR_88_Contig_0	217204	Achromobacter insolitus	Achromobacter insolitus	99.976	0.0
CR_88_Contig_1	217204	Achromobacter insolitus	Achromobacter insolitus	98.694	0.0
CR_88_Contig_2	217204	Achromobacter insolitus	Achromobacter insolitus	99.979	0.0
CR_89_Contig_0	1812935	Enterobacter roggenkampii	Enterobacter roggenkampii	93.803	0.0
CR_89_Contig_1	72407	Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae subsp. pneumoniae	99.924	0.0
CR_8_Contig_0	487	Neisseria meningitidis	Neisseria meningitidis	99.999	0.0
CR_90_Contig_0	670	Vibrio parahaemolyticus	Vibrio parahaemolyticus	99.997	0.0
CR_90_Contig_1	670	Vibrio parahaemolyticus	Vibrio parahaemolyticus	99.997	0.0
CR_91_Contig_0	186538	Zaire ebolavirus	Zaire ebolavirus	100.000	0.0
CR_92_Contig_0	490	Neisseria sicca	Neisseria sicca	99.999	0.0
CR_93_Contig_0	451515	Staphylococcus aureus subsp. aureus USA300_FPR3757	Staphylococcus aureus subsp. aureus USA300_FPR3757	98.623	0.0
CR_93_Contig_1	46170	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	99.845	0.0
CR_93_Contig_2	1280	Staphylococcus aureus	Staphylococcus aureus	100.000	0.0
CR_93_Contig_3	1280	Staphylococcus aureus	Staphylococcus aureus	96.524	0.0
CR_93_Contig_4	1280	Staphylococcus aureus	Staphylococcus aureus	99.986	0.0
CR_93_Contig_5	1280	Staphylococcus aureus	Staphylococcus aureus	99.828	0.0
CR_93_Contig_6	1280	Staphylococcus aureus	Staphylococcus aureus	99.971	0.0
CR_93_Contig_7	1280	Staphylococcus aureus	Staphylococcus aureus	99.952	0.0
CR_93_Contig_8	1280	Staphylococcus aureus	Staphylococcus aureus	99.982	0.0
CR_93_Contig_9	46170	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	99.378	0.0
CR_93_Contig_10	1280	Staphylococcus aureus	Staphylococcus aureus	99.955	0.0
CR_94_Contig_0	40324	Stenotrophomonas maltophilia	Stenotrophomonas maltophilia	99.992	0.0
CR_94_Contig_1	40324	Stenotrophomonas maltophilia	Stenotrophomonas maltophilia	98.187	0.0
CR_95_Contig_0	32021	Campylobacter jejuni subsp. doylei	Campylobacter jejuni subsp. doylei	99.993	0.0
CR_96_Contig_0	676	Vibrio fluvialis	Vibrio fluvialis	100.000	0.0
CR_96_Contig_1	676	Vibrio fluvialis	Vibrio fluvialis	100.000	0.0
CR_97_Contig_0	545	Citrobacter koseri	Citrobacter koseri	99.957	0.0
CR_97_Contig_1	545	Citrobacter koseri	Citrobacter koseri	99.992	0.0
CR_97_Contig_2	1064539	Azospirillum brasilense Sp245	Azospirillum brasilense Sp245	100.000	0.0
CR_98_Contig_0	632	Yersinia pestis	Yersinia pestis	99.643	0.0
CR_98_Contig_1	633	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis	99.549	0.0
CR_99_Contig_0	47880	Pseudomonas fulva	Pseudomonas fulva	99.995	0.0
CR_9_Contig_0	37124	Chikungunya virus	Chikungunya virus	99.974	0.0
